,open,high,low,close,volume
2025-08-19 15:00:00+00:00,1.16723,1.16731,1.16656,1.16676,723
2025-08-19 15:05:00+00:00,1.16675,1.16726,1.16661,1.16712,968
2025-08-19 15:10:00+00:00,1.16712,1.16753,1.16699,1.16743,596
2025-08-19 15:15:00+00:00,1.16744,1.16754,1.16708,1.16728,506
2025-08-19 15:20:00+00:00,1.16725,1.16732,1.16706,1.1671,345
2025-08-19 15:25:00+00:00,1.16708,1.16713,1.16672,1.16701,413
2025-08-19 15:30:00+00:00,1.16702,1.16703,1.16661,1.16675,446
2025-08-19 15:35:00+00:00,1.16674,1.16675,1.16611,1.16616,342
2025-08-19 15:40:00+00:00,1.16617,1.16628,1.16602,1.16626,462
2025-08-19 15:45:00+00:00,1.16627,1.16634,1.166,1.16614,372
2025-08-19 15:50:00+00:00,1.16614,1.16636,1.16598,1.16635,486
2025-08-19 15:55:00+00:00,1.16634,1.16646,1.16574,1.16587,622
2025-08-19 16:00:00+00:00,1.16589,1.16628,1.16589,1.16614,553
2025-08-19 16:05:00+00:00,1.16613,1.16626,1.1657,1.16608,518
2025-08-19 16:10:00+00:00,1.16608,1.16612,1.16586,1.16596,371
2025-08-19 16:15:00+00:00,1.16596,1.16632,1.16595,1.16628,379
2025-08-19 16:20:00+00:00,1.1663,1.16631,1.16586,1.16588,329
2025-08-19 16:25:00+00:00,1.16588,1.1659,1.16548,1.16552,474
2025-08-19 16:30:00+00:00,1.16551,1.16568,1.16544,1.16558,397
2025-08-19 16:35:00+00:00,1.1656,1.16606,1.16554,1.16558,485
2025-08-19 16:40:00+00:00,1.16557,1.16602,1.1655,1.16592,422
2025-08-19 16:45:00+00:00,1.16593,1.16612,1.16586,1.16599,350
2025-08-19 16:50:00+00:00,1.16598,1.16604,1.1657,1.16571,385
2025-08-19 16:55:00+00:00,1.1657,1.16572,1.1655,1.16563,386
2025-08-19 17:00:00+00:00,1.16564,1.16588,1.16546,1.16581,505
2025-08-19 17:05:00+00:00,1.1658,1.1658,1.16564,1.16568,279
2025-08-19 17:10:00+00:00,1.16569,1.16608,1.16567,1.16581,295
2025-08-19 17:15:00+00:00,1.1658,1.16584,1.16564,1.16564,288
2025-08-19 17:20:00+00:00,1.16566,1.1658,1.16562,1.16565,310
2025-08-19 17:25:00+00:00,1.16566,1.16581,1.16562,1.16566,222
2025-08-19 17:30:00+00:00,1.16566,1.16578,1.16556,1.16566,239
2025-08-19 17:35:00+00:00,1.16568,1.16582,1.16562,1.16562,274
2025-08-19 17:40:00+00:00,1.16562,1.1659,1.16561,1.16568,358
2025-08-19 17:45:00+00:00,1.16569,1.16571,1.16544,1.16551,228
2025-08-19 17:50:00+00:00,1.16552,1.16567,1.16548,1.16552,176
2025-08-19 17:55:00+00:00,1.16551,1.16552,1.16529,1.16547,223
2025-08-19 18:00:00+00:00,1.16546,1.16548,1.16523,1.16524,360
2025-08-19 18:05:00+00:00,1.16523,1.16544,1.1652,1.16523,307
2025-08-19 18:10:00+00:00,1.16522,1.16522,1.16502,1.16503,176
2025-08-19 18:15:00+00:00,1.16502,1.16502,1.16485,1.16488,240
2025-08-19 18:20:00+00:00,1.16488,1.16508,1.16482,1.16506,234
2025-08-19 18:25:00+00:00,1.16508,1.16514,1.16488,1.16504,276
2025-08-19 18:30:00+00:00,1.16502,1.16504,1.16471,1.16477,184
2025-08-19 18:35:00+00:00,1.16475,1.16476,1.16453,1.16458,200
2025-08-19 18:40:00+00:00,1.1646,1.1647,1.16426,1.16427,370
2025-08-19 18:45:00+00:00,1.16426,1.16451,1.16423,1.16426,347
2025-08-19 18:50:00+00:00,1.16427,1.16472,1.16426,1.1647,339
2025-08-19 18:55:00+00:00,1.16469,1.16486,1.16462,1.16473,387
2025-08-19 19:00:00+00:00,1.16472,1.16482,1.16446,1.16454,372
2025-08-19 19:05:00+00:00,1.16455,1.16455,1.16432,1.16433,156
2025-08-19 19:10:00+00:00,1.16434,1.1645,1.16426,1.16438,261
2025-08-19 19:15:00+00:00,1.16439,1.16448,1.16436,1.16448,96
2025-08-19 19:20:00+00:00,1.16448,1.16454,1.1644,1.16446,226
2025-08-19 19:25:00+00:00,1.16447,1.16478,1.16447,1.16477,258
2025-08-19 19:30:00+00:00,1.16476,1.16476,1.1646,1.16472,173
2025-08-19 19:35:00+00:00,1.16475,1.16476,1.16457,1.16459,148
2025-08-19 19:40:00+00:00,1.16458,1.16473,1.16456,1.1647,127
2025-08-19 19:45:00+00:00,1.1647,1.16472,1.16461,1.16471,155
2025-08-19 19:50:00+00:00,1.16471,1.16477,1.16465,1.16476,162
2025-08-19 19:55:00+00:00,1.16474,1.16478,1.16464,1.16465,388
2025-08-19 20:00:00+00:00,1.16464,1.16469,1.16448,1.16467,249
2025-08-19 20:05:00+00:00,1.16468,1.16477,1.16468,1.16476,76
2025-08-19 20:10:00+00:00,1.16476,1.16476,1.16458,1.16462,75
2025-08-19 20:15:00+00:00,1.16462,1.16468,1.16461,1.16466,92
2025-08-19 20:20:00+00:00,1.16466,1.16468,1.16454,1.16456,162
2025-08-19 20:25:00+00:00,1.16457,1.16464,1.16456,1.16458,119
2025-08-19 20:30:00+00:00,1.16458,1.1647,1.16454,1.1647,97
2025-08-19 20:35:00+00:00,1.16469,1.16482,1.16456,1.1646,173
2025-08-19 20:40:00+00:00,1.16458,1.1648,1.16454,1.16468,133
2025-08-19 20:45:00+00:00,1.16468,1.16476,1.16462,1.16462,228
2025-08-19 20:50:00+00:00,1.16464,1.16466,1.16448,1.16466,173
2025-08-19 20:55:00+00:00,1.16466,1.16478,1.16464,1.16465,230
2025-08-19 21:00:00+00:00,1.16482,1.16482,1.16482,1.16482,1
2025-08-19 21:05:00+00:00,1.16478,1.16488,1.16472,1.16484,38
2025-08-19 21:10:00+00:00,1.16485,1.165,1.16483,1.16492,28
2025-08-19 21:15:00+00:00,1.16492,1.16497,1.16492,1.16494,30
2025-08-19 21:20:00+00:00,1.16494,1.16502,1.16492,1.165,74
2025-08-19 21:25:00+00:00,1.16501,1.16508,1.16498,1.16502,44
2025-08-19 21:30:00+00:00,1.16503,1.1651,1.16453,1.16456,276
2025-08-19 21:35:00+00:00,1.16454,1.16458,1.16446,1.16446,191
2025-08-19 21:40:00+00:00,1.16446,1.16459,1.16445,1.16452,116
2025-08-19 21:45:00+00:00,1.1645,1.16463,1.16448,1.16456,160
2025-08-19 21:50:00+00:00,1.16458,1.16476,1.16454,1.16462,305
2025-08-19 21:55:00+00:00,1.16457,1.16484,1.16453,1.16478,375
2025-08-19 22:00:00+00:00,1.16475,1.16476,1.16446,1.16458,162
2025-08-19 22:05:00+00:00,1.16468,1.16484,1.16468,1.16482,26
2025-08-19 22:10:00+00:00,1.16481,1.16488,1.16475,1.16486,85
2025-08-19 22:15:00+00:00,1.16486,1.16492,1.16479,1.16487,87
2025-08-19 22:20:00+00:00,1.16488,1.1649,1.16481,1.16488,80
2025-08-19 22:25:00+00:00,1.16488,1.1649,1.16482,1.16484,57
2025-08-19 22:30:00+00:00,1.16485,1.16488,1.16474,1.16477,65
2025-08-19 22:35:00+00:00,1.16476,1.16476,1.16462,1.16462,147
2025-08-19 22:40:00+00:00,1.16462,1.1647,1.16462,1.16469,136
2025-08-19 22:45:00+00:00,1.1647,1.16486,1.16468,1.16486,74
2025-08-19 22:50:00+00:00,1.16485,1.16488,1.16476,1.16481,89
2025-08-19 22:55:00+00:00,1.16482,1.16487,1.16481,1.16487,29
2025-08-19 23:00:00+00:00,1.16488,1.1649,1.16452,1.16452,109
2025-08-19 23:05:00+00:00,1.16452,1.16464,1.16442,1.1646,113
2025-08-19 23:10:00+00:00,1.1646,1.16462,1.16446,1.16449,93
2025-08-19 23:15:00+00:00,1.1645,1.1645,1.16436,1.16444,87
2025-08-19 23:20:00+00:00,1.16446,1.16446,1.16419,1.16419,109
2025-08-19 23:25:00+00:00,1.1642,1.1643,1.16417,1.16429,120
2025-08-19 23:30:00+00:00,1.16428,1.1643,1.16416,1.16419,66
2025-08-19 23:35:00+00:00,1.1642,1.16436,1.16416,1.16436,54
2025-08-19 23:40:00+00:00,1.16434,1.16436,1.1641,1.16428,119
2025-08-19 23:45:00+00:00,1.1643,1.16436,1.16421,1.16426,70
2025-08-19 23:50:00+00:00,1.16428,1.16431,1.16424,1.1643,114
2025-08-19 23:55:00+00:00,1.16431,1.16434,1.16415,1.16415,125
2025-08-20 00:00:00+00:00,1.16416,1.16426,1.16375,1.1638,408
2025-08-20 00:05:00+00:00,1.16376,1.1638,1.16353,1.16354,400
2025-08-20 00:10:00+00:00,1.16354,1.16354,1.16315,1.16326,430
2025-08-20 00:15:00+00:00,1.16326,1.1635,1.16325,1.16338,336
2025-08-20 00:20:00+00:00,1.16338,1.16366,1.16338,1.16352,327
2025-08-20 00:25:00+00:00,1.1635,1.16352,1.1632,1.16328,331
2025-08-20 00:30:00+00:00,1.16327,1.16357,1.16318,1.16357,311
2025-08-20 00:35:00+00:00,1.16356,1.16372,1.16344,1.16369,171
2025-08-20 00:40:00+00:00,1.16368,1.16375,1.16345,1.1635,208
2025-08-20 00:45:00+00:00,1.16351,1.16368,1.1635,1.16364,212
2025-08-20 00:50:00+00:00,1.16364,1.16394,1.16364,1.16374,522
2025-08-20 00:55:00+00:00,1.1637,1.16406,1.1637,1.16389,623
2025-08-20 01:00:00+00:00,1.16388,1.16423,1.16381,1.16391,530
2025-08-20 01:05:00+00:00,1.1639,1.164,1.16361,1.16374,267
2025-08-20 01:10:00+00:00,1.16373,1.16399,1.16373,1.16382,324
2025-08-20 01:15:00+00:00,1.16382,1.16393,1.16356,1.16356,337
2025-08-20 01:20:00+00:00,1.16356,1.16356,1.1634,1.16341,196
2025-08-20 01:25:00+00:00,1.16342,1.16342,1.16275,1.16289,423
2025-08-20 01:30:00+00:00,1.16288,1.16335,1.16288,1.16322,443
2025-08-20 01:35:00+00:00,1.16321,1.16328,1.16302,1.16318,408
2025-08-20 01:40:00+00:00,1.16318,1.16343,1.16312,1.16316,437
2025-08-20 01:45:00+00:00,1.16319,1.16328,1.16271,1.16276,499
2025-08-20 01:50:00+00:00,1.16276,1.16318,1.16275,1.163,482
2025-08-20 01:55:00+00:00,1.163,1.16324,1.16272,1.16274,328
2025-08-20 02:00:00+00:00,1.16276,1.16277,1.16249,1.16252,852
2025-08-20 02:05:00+00:00,1.1625,1.16265,1.16236,1.16238,542
2025-08-20 02:10:00+00:00,1.16238,1.16266,1.16237,1.16266,507
2025-08-20 02:15:00+00:00,1.16267,1.16278,1.16256,1.16264,380
2025-08-20 02:20:00+00:00,1.16263,1.16276,1.16254,1.16256,290
2025-08-20 02:25:00+00:00,1.16256,1.16278,1.16256,1.16268,270
2025-08-20 02:30:00+00:00,1.16268,1.16288,1.16262,1.16285,337
2025-08-20 02:35:00+00:00,1.16284,1.16298,1.16274,1.16278,370
2025-08-20 02:40:00+00:00,1.16278,1.16282,1.16244,1.16246,393
2025-08-20 02:45:00+00:00,1.16249,1.16262,1.16222,1.16254,377
2025-08-20 02:50:00+00:00,1.16254,1.16268,1.16234,1.16237,371
2025-08-20 02:55:00+00:00,1.16236,1.16274,1.16229,1.16264,628
2025-08-20 03:00:00+00:00,1.16264,1.16326,1.16264,1.16315,484
2025-08-20 03:05:00+00:00,1.16314,1.16346,1.16311,1.16331,417
2025-08-20 03:10:00+00:00,1.1633,1.16344,1.16296,1.16296,358
2025-08-20 03:15:00+00:00,1.16296,1.16321,1.1629,1.16315,211
2025-08-20 03:20:00+00:00,1.16315,1.16337,1.16314,1.16316,183
2025-08-20 03:25:00+00:00,1.16317,1.16348,1.16317,1.16346,255
2025-08-20 03:30:00+00:00,1.16344,1.16356,1.16324,1.16346,261
2025-08-20 03:35:00+00:00,1.16346,1.16362,1.16336,1.1636,305
2025-08-20 03:40:00+00:00,1.1636,1.16361,1.16349,1.16355,210
2025-08-20 03:45:00+00:00,1.16356,1.16356,1.16329,1.16338,216
2025-08-20 03:50:00+00:00,1.16338,1.16362,1.16333,1.1636,162
2025-08-20 03:55:00+00:00,1.1636,1.16364,1.16327,1.16332,212
2025-08-20 04:00:00+00:00,1.16331,1.16358,1.16325,1.16358,167
2025-08-20 04:05:00+00:00,1.16357,1.16358,1.16344,1.16356,82
2025-08-20 04:10:00+00:00,1.16356,1.16383,1.16352,1.16362,152
2025-08-20 04:15:00+00:00,1.16362,1.16376,1.16347,1.1637,216
2025-08-20 04:20:00+00:00,1.1637,1.16372,1.16345,1.16362,214
2025-08-20 04:25:00+00:00,1.16362,1.16368,1.16348,1.16351,159
2025-08-20 04:30:00+00:00,1.1635,1.16358,1.16346,1.16352,113
2025-08-20 04:35:00+00:00,1.16352,1.16363,1.16344,1.1636,174
2025-08-20 04:40:00+00:00,1.16362,1.16362,1.16345,1.16345,114
2025-08-20 04:45:00+00:00,1.16344,1.16363,1.16342,1.16356,113
2025-08-20 04:50:00+00:00,1.16356,1.16361,1.16348,1.16349,130
2025-08-20 04:55:00+00:00,1.1635,1.16353,1.16342,1.16344,197
2025-08-20 05:00:00+00:00,1.16345,1.16347,1.16326,1.16332,201
2025-08-20 05:05:00+00:00,1.16331,1.16348,1.16325,1.16348,132
2025-08-20 05:10:00+00:00,1.1635,1.16354,1.16341,1.16347,230
2025-08-20 05:15:00+00:00,1.16346,1.16362,1.1634,1.16361,162
2025-08-20 05:20:00+00:00,1.1636,1.16376,1.16358,1.16376,74
2025-08-20 05:25:00+00:00,1.16378,1.16383,1.16368,1.16376,209
2025-08-20 05:30:00+00:00,1.16376,1.16388,1.16376,1.16387,181
2025-08-20 05:35:00+00:00,1.16388,1.16396,1.16388,1.16388,180
2025-08-20 05:40:00+00:00,1.16385,1.16398,1.16374,1.16374,285
2025-08-20 05:45:00+00:00,1.16377,1.1639,1.16368,1.16382,253
2025-08-20 05:50:00+00:00,1.16384,1.16396,1.16382,1.16396,201
2025-08-20 05:55:00+00:00,1.16397,1.16404,1.16376,1.16395,276
2025-08-20 06:00:00+00:00,1.16394,1.16425,1.16319,1.1633,708
2025-08-20 06:05:00+00:00,1.16331,1.16331,1.16232,1.16242,931
2025-08-20 06:10:00+00:00,1.16241,1.16286,1.16236,1.16263,912
2025-08-20 06:15:00+00:00,1.16262,1.16324,1.16262,1.16305,922
2025-08-20 06:20:00+00:00,1.16306,1.16308,1.16236,1.16261,894
2025-08-20 06:25:00+00:00,1.1626,1.16273,1.16233,1.16267,580
2025-08-20 06:30:00+00:00,1.1627,1.16334,1.1627,1.16332,650
2025-08-20 06:35:00+00:00,1.16332,1.16362,1.16309,1.16332,549
2025-08-20 06:40:00+00:00,1.16332,1.16368,1.16322,1.16368,383
2025-08-20 06:45:00+00:00,1.16368,1.16378,1.16352,1.16368,427
2025-08-20 06:50:00+00:00,1.16366,1.16376,1.16348,1.16358,327
2025-08-20 06:55:00+00:00,1.16356,1.16356,1.1632,1.16336,692
2025-08-20 07:00:00+00:00,1.16339,1.16387,1.16336,1.16382,898
2025-08-20 07:05:00+00:00,1.16382,1.16419,1.16377,1.1639,712
2025-08-20 07:10:00+00:00,1.16388,1.1641,1.1637,1.16395,675
2025-08-20 07:15:00+00:00,1.16394,1.16438,1.16375,1.16435,762
2025-08-20 07:20:00+00:00,1.16434,1.16464,1.1642,1.1646,500
2025-08-20 07:25:00+00:00,1.16458,1.16469,1.16431,1.16456,614
2025-08-20 07:30:00+00:00,1.16457,1.16467,1.16434,1.16444,575
2025-08-20 07:35:00+00:00,1.16441,1.1645,1.16418,1.16432,537
2025-08-20 07:40:00+00:00,1.1643,1.16434,1.1639,1.16404,381
2025-08-20 07:45:00+00:00,1.16402,1.1641,1.16386,1.16397,471
2025-08-20 07:50:00+00:00,1.16395,1.16395,1.16369,1.16378,533
2025-08-20 07:55:00+00:00,1.16378,1.16451,1.16376,1.1645,881
2025-08-20 08:00:00+00:00,1.16447,1.16467,1.1644,1.16458,654
2025-08-20 08:05:00+00:00,1.16459,1.16459,1.16434,1.1644,495
2025-08-20 08:10:00+00:00,1.16439,1.16457,1.16424,1.16424,477
2025-08-20 08:15:00+00:00,1.16425,1.16436,1.16404,1.16426,439
2025-08-20 08:20:00+00:00,1.16426,1.1644,1.16413,1.16416,436
2025-08-20 08:25:00+00:00,1.16414,1.16414,1.16362,1.16367,514
2025-08-20 08:30:00+00:00,1.16366,1.1639,1.16352,1.16366,493
2025-08-20 08:35:00+00:00,1.16366,1.16413,1.16366,1.16376,450
2025-08-20 08:40:00+00:00,1.16376,1.16384,1.16316,1.16362,494
2025-08-20 08:45:00+00:00,1.16362,1.16384,1.16352,1.16364,403
2025-08-20 08:50:00+00:00,1.16365,1.16412,1.16353,1.16375,482
2025-08-20 08:55:00+00:00,1.16376,1.16384,1.16366,1.16379,383
2025-08-20 09:00:00+00:00,1.16378,1.16394,1.16366,1.16386,458
2025-08-20 09:05:00+00:00,1.16387,1.16394,1.16349,1.16391,480
2025-08-20 09:10:00+00:00,1.16392,1.16398,1.16371,1.16388,427
2025-08-20 09:15:00+00:00,1.16386,1.1639,1.16361,1.16384,360
2025-08-20 09:20:00+00:00,1.16382,1.16393,1.16364,1.16385,378
2025-08-20 09:25:00+00:00,1.16385,1.16419,1.1638,1.16414,275
2025-08-20 09:30:00+00:00,1.16414,1.16432,1.16391,1.16416,389
2025-08-20 09:35:00+00:00,1.16417,1.16452,1.16407,1.16448,367
2025-08-20 09:40:00+00:00,1.16447,1.1645,1.16424,1.1643,262
2025-08-20 09:45:00+00:00,1.1643,1.16446,1.16419,1.16442,336
2025-08-20 09:50:00+00:00,1.16442,1.16463,1.16437,1.16447,292
2025-08-20 09:55:00+00:00,1.16448,1.16462,1.16435,1.1645,396
2025-08-20 10:00:00+00:00,1.16451,1.1647,1.16436,1.16457,322
2025-08-20 10:05:00+00:00,1.16456,1.16472,1.1644,1.1647,288
2025-08-20 10:10:00+00:00,1.1647,1.16528,1.16467,1.16528,324
2025-08-20 10:15:00+00:00,1.16526,1.16553,1.16516,1.16534,623
2025-08-20 10:20:00+00:00,1.16533,1.1654,1.1651,1.16512,451
2025-08-20 10:25:00+00:00,1.16512,1.16544,1.16506,1.16544,346
2025-08-20 10:30:00+00:00,1.16545,1.16576,1.1653,1.16531,338
2025-08-20 10:35:00+00:00,1.16532,1.16533,1.16511,1.16514,420
2025-08-20 10:40:00+00:00,1.16514,1.16522,1.16454,1.16475,600
2025-08-20 10:45:00+00:00,1.16474,1.16492,1.16463,1.16463,344
2025-08-20 10:50:00+00:00,1.1646,1.16462,1.16439,1.1644,315
2025-08-20 10:55:00+00:00,1.16439,1.16474,1.16438,1.1647,349
2025-08-20 11:00:00+00:00,1.16472,1.165,1.16463,1.1647,383
2025-08-20 11:05:00+00:00,1.16471,1.1648,1.16428,1.16452,359
2025-08-20 11:10:00+00:00,1.16452,1.16471,1.16448,1.16466,277
2025-08-20 11:15:00+00:00,1.16464,1.16468,1.16452,1.16456,197
2025-08-20 11:20:00+00:00,1.16457,1.16479,1.16456,1.16468,254
2025-08-20 11:25:00+00:00,1.16468,1.16468,1.16439,1.16447,226
2025-08-20 11:30:00+00:00,1.16446,1.16468,1.16438,1.16455,315
2025-08-20 11:35:00+00:00,1.16454,1.16475,1.16451,1.16462,322
2025-08-20 11:40:00+00:00,1.16462,1.16468,1.1642,1.16424,344
2025-08-20 11:45:00+00:00,1.16424,1.16434,1.16417,1.16424,319
2025-08-20 11:50:00+00:00,1.16428,1.1646,1.16418,1.16418,431
2025-08-20 11:55:00+00:00,1.16416,1.16426,1.16402,1.1642,562
2025-08-20 12:00:00+00:00,1.16423,1.16494,1.16423,1.16494,719
2025-08-20 12:05:00+00:00,1.16494,1.16511,1.1647,1.1651,592
2025-08-20 12:10:00+00:00,1.16509,1.16514,1.16486,1.16511,480
2025-08-20 12:15:00+00:00,1.16512,1.16542,1.16505,1.16541,472
2025-08-20 12:20:00+00:00,1.16542,1.16544,1.16512,1.1652,402
2025-08-20 12:25:00+00:00,1.16521,1.16536,1.16512,1.16525,442
2025-08-20 12:30:00+00:00,1.16524,1.16694,1.16524,1.16654,1619
2025-08-20 12:35:00+00:00,1.16656,1.1669,1.16622,1.16648,1006
2025-08-20 12:40:00+00:00,1.1665,1.16682,1.16638,1.1665,735
2025-08-20 12:45:00+00:00,1.16649,1.1668,1.16623,1.1668,723
2025-08-20 12:50:00+00:00,1.16678,1.16726,1.1666,1.16716,886
2025-08-20 12:55:00+00:00,1.16714,1.16739,1.16702,1.16711,777
2025-08-20 13:00:00+00:00,1.16712,1.1672,1.1668,1.16702,748
2025-08-20 13:05:00+00:00,1.16702,1.16702,1.16645,1.16656,619
2025-08-20 13:10:00+00:00,1.16657,1.16662,1.16632,1.16652,480
2025-08-20 13:15:00+00:00,1.16653,1.16662,1.1663,1.16643,417
2025-08-20 13:20:00+00:00,1.1664,1.16677,1.16628,1.16646,468
2025-08-20 13:25:00+00:00,1.16644,1.16646,1.1661,1.1663,475
2025-08-20 13:30:00+00:00,1.16632,1.16672,1.16621,1.16644,708
2025-08-20 13:35:00+00:00,1.16645,1.16676,1.16629,1.16646,719
2025-08-20 13:40:00+00:00,1.16646,1.16707,1.16631,1.16706,767
2025-08-20 13:45:00+00:00,1.16706,1.16706,1.16624,1.16631,919
2025-08-20 13:50:00+00:00,1.1663,1.16636,1.1656,1.16602,1366
2025-08-20 13:55:00+00:00,1.16602,1.16626,1.16578,1.16588,1171
2025-08-20 14:00:00+00:00,1.16588,1.16627,1.1655,1.16626,871
2025-08-20 14:05:00+00:00,1.16628,1.16654,1.1657,1.1659,905
2025-08-20 14:10:00+00:00,1.16592,1.16606,1.1656,1.1656,730
2025-08-20 14:15:00+00:00,1.16562,1.16578,1.16539,1.16558,652
2025-08-20 14:20:00+00:00,1.16559,1.16568,1.1649,1.16505,771
2025-08-20 14:25:00+00:00,1.16504,1.1655,1.16486,1.1654,882
2025-08-20 14:30:00+00:00,1.1654,1.1655,1.16521,1.16527,813
2025-08-20 14:35:00+00:00,1.16528,1.16566,1.16516,1.16564,672
2025-08-20 14:40:00+00:00,1.16564,1.16583,1.16544,1.16574,656
2025-08-20 14:45:00+00:00,1.16574,1.16692,1.16563,1.16648,1533
2025-08-20 14:50:00+00:00,1.16649,1.16691,1.16619,1.1665,1264
2025-08-20 14:55:00+00:00,1.1665,1.16678,1.16627,1.16632,1007
2025-08-20 15:00:00+00:00,1.1663,1.16631,1.16578,1.16596,622
2025-08-20 15:05:00+00:00,1.16596,1.16607,1.16566,1.16605,559
2025-08-20 15:10:00+00:00,1.16606,1.16616,1.16571,1.16574,577
2025-08-20 15:15:00+00:00,1.16574,1.16622,1.16574,1.16616,506
2025-08-20 15:20:00+00:00,1.16617,1.16619,1.16586,1.166,649
2025-08-20 15:25:00+00:00,1.166,1.16622,1.16585,1.16621,452
2025-08-20 15:30:00+00:00,1.16622,1.16628,1.16592,1.166,638
2025-08-20 15:35:00+00:00,1.166,1.16621,1.16582,1.16584,466
2025-08-20 15:40:00+00:00,1.16585,1.16596,1.16543,1.16546,428
2025-08-20 15:45:00+00:00,1.16546,1.16558,1.16524,1.16526,574
2025-08-20 15:50:00+00:00,1.16525,1.16526,1.16466,1.16473,707
2025-08-20 15:55:00+00:00,1.16474,1.16504,1.16462,1.16481,547
2025-08-20 16:00:00+00:00,1.16482,1.16539,1.1648,1.16536,473
2025-08-20 16:05:00+00:00,1.16538,1.16548,1.16526,1.16526,364
2025-08-20 16:10:00+00:00,1.16528,1.1655,1.16528,1.16542,333
2025-08-20 16:15:00+00:00,1.16543,1.16603,1.16543,1.16602,461
2025-08-20 16:20:00+00:00,1.16604,1.16606,1.16588,1.16597,363
2025-08-20 16:25:00+00:00,1.16598,1.16608,1.16582,1.16594,365
2025-08-20 16:30:00+00:00,1.16595,1.16618,1.16594,1.16608,306
2025-08-20 16:35:00+00:00,1.16606,1.16615,1.16584,1.16584,287
2025-08-20 16:40:00+00:00,1.16585,1.16606,1.16584,1.16588,302
2025-08-20 16:45:00+00:00,1.1659,1.166,1.16582,1.16582,258
2025-08-20 16:50:00+00:00,1.16582,1.16594,1.1656,1.16585,380
2025-08-20 16:55:00+00:00,1.16586,1.16606,1.16586,1.16598,418
2025-08-20 17:00:00+00:00,1.16598,1.16642,1.16593,1.16641,561
2025-08-20 17:05:00+00:00,1.16642,1.16655,1.16597,1.16609,426
2025-08-20 17:10:00+00:00,1.1661,1.16636,1.16604,1.1663,301
2025-08-20 17:15:00+00:00,1.1663,1.16646,1.16624,1.16644,245
2025-08-20 17:20:00+00:00,1.16645,1.16667,1.16644,1.16656,297
2025-08-20 17:25:00+00:00,1.16658,1.16672,1.16648,1.16666,366
2025-08-20 17:30:00+00:00,1.16668,1.16673,1.16644,1.16658,287
2025-08-20 17:35:00+00:00,1.16659,1.16662,1.16606,1.16612,270
2025-08-20 17:40:00+00:00,1.16612,1.16632,1.16604,1.16612,316
2025-08-20 17:45:00+00:00,1.16613,1.1665,1.16612,1.16648,286
2025-08-20 17:50:00+00:00,1.16649,1.16704,1.16649,1.16702,380
2025-08-20 17:55:00+00:00,1.16702,1.16726,1.1669,1.16716,426
2025-08-20 18:00:00+00:00,1.16714,1.16714,1.16602,1.16612,744
2025-08-20 18:05:00+00:00,1.16612,1.16634,1.1659,1.16634,589
2025-08-20 18:10:00+00:00,1.16634,1.1666,1.16624,1.16628,518
2025-08-20 18:15:00+00:00,1.16628,1.16632,1.16582,1.1659,312
2025-08-20 18:20:00+00:00,1.1659,1.1659,1.16564,1.16566,308
2025-08-20 18:25:00+00:00,1.16566,1.16594,1.16552,1.1658,430
2025-08-20 18:30:00+00:00,1.1658,1.16601,1.16572,1.1659,380
2025-08-20 18:35:00+00:00,1.1659,1.16614,1.1659,1.16604,267
2025-08-20 18:40:00+00:00,1.16604,1.16612,1.16582,1.16596,277
2025-08-20 18:45:00+00:00,1.16596,1.1661,1.16581,1.16588,313
2025-08-20 18:50:00+00:00,1.16588,1.16598,1.1658,1.16585,264
2025-08-20 18:55:00+00:00,1.16586,1.16586,1.16548,1.16551,409
2025-08-20 19:00:00+00:00,1.1655,1.16556,1.16525,1.16537,419
2025-08-20 19:05:00+00:00,1.16536,1.16552,1.16534,1.16551,267
2025-08-20 19:10:00+00:00,1.1655,1.16587,1.16546,1.16582,369
2025-08-20 19:15:00+00:00,1.1658,1.16584,1.16553,1.16553,206
2025-08-20 19:20:00+00:00,1.16552,1.16566,1.16545,1.16566,180
2025-08-20 19:25:00+00:00,1.16566,1.16567,1.16555,1.16566,118
2025-08-20 19:30:00+00:00,1.16566,1.16581,1.16562,1.16566,226
2025-08-20 19:35:00+00:00,1.16565,1.1657,1.16561,1.16568,166
2025-08-20 19:40:00+00:00,1.1657,1.16576,1.16561,1.16564,238
2025-08-20 19:45:00+00:00,1.16566,1.16574,1.16559,1.16561,135
2025-08-20 19:50:00+00:00,1.1656,1.1656,1.16541,1.16548,170
2025-08-20 19:55:00+00:00,1.16549,1.16554,1.16525,1.16529,207
2025-08-20 20:00:00+00:00,1.1653,1.16531,1.1651,1.16512,242
2025-08-20 20:05:00+00:00,1.16512,1.16516,1.16473,1.16474,199
2025-08-20 20:10:00+00:00,1.16476,1.16494,1.16474,1.16491,143
2025-08-20 20:15:00+00:00,1.1649,1.16502,1.16484,1.16484,135
2025-08-20 20:20:00+00:00,1.16485,1.16485,1.16471,1.16481,68
2025-08-20 20:25:00+00:00,1.1648,1.16486,1.16469,1.16474,98
2025-08-20 20:30:00+00:00,1.16474,1.1649,1.16474,1.16486,161
2025-08-20 20:35:00+00:00,1.16486,1.16508,1.16484,1.16502,121
2025-08-20 20:40:00+00:00,1.16502,1.16508,1.165,1.16504,58
2025-08-20 20:45:00+00:00,1.16505,1.16512,1.16502,1.16508,211
